cell_type,cell_type_nt,cell_type_confidence,known_nt,known_nt_source,ito_lee_hemilineage,hartenstein_hemilineage,morphology_group,flow,cell_class,cell_sub_class,acetylcholine_fafb_n,acetylcholine_cell_type_fafb_confidence_sum,glutamate_fafb_n,glutamate_cell_type_fafb_confidence_sum,serotonin_fafb_n,dopamine_fafb_n,serotonin_cell_type_fafb_confidence_sum,dopamine_cell_type_fafb_confidence_sum,gaba_fafb_n,gaba_cell_type_fafb_confidence_sum,octopamine_fafb_n,octopamine_cell_type_fafb_confidence_sum,hemibrain_type,hemibrain_type_nt,hemibrain_type_confidence,acetylcholine_hemibrain_n,acetylcholine_cell_type_hemibrain_confidence_sum,glutamate_hemibrain_n,glutamate_cell_type_hemibrain_confidence_sum,dopamine_hemibrain_n,dopamine_cell_type_hemibrain_confidence_sum,serotonin_hemibrain_n,serotonin_cell_type_hemibrain_confidence_sum,gaba_hemibrain_n,gaba_cell_type_hemibrain_confidence_sum,octopamine_hemibrain_n,octopamine_cell_type_hemibrain_confidence_sum
CL090_e,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,6,5.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL091,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,7,6.1049999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL091,acetylcholine,0.94,3,0.8513999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL097,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,NA,NA,intrinsic,NA,NA,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL097,acetylcholine,0.94,1,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP052,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,4,3.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP052,acetylcholine,0.94,2,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP053a,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,2,1.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP053,acetylcholine,0.94,2,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP053b,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,4,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP053,acetylcholine,0.94,2,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP054,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,4,3.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP054,acetylcholine,0.94,2,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP055,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,4,3.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP055,acetylcholine,0.94,2,0.8165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP057a,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,2,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP057,acetylcholine,0.94,2,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP057b,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,4,3.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP057,acetylcholine,0.94,2,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLPa&l1_anterior__0,acetylcholine,0.9749,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,58,49.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAL055,acetylcholine,0.98,NA,NA,SLPa&l1_lateral,BLAvm_posterior,NA,intrinsic,NA,NA,2,1.6179999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAL055,acetylcholine,0.94,1,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WED041b,acetylcholine,0.83,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,1,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WED041,glutamate,0.72,NA,NA,3,0.45499999999999996,NA,NA,NA,NA,NA,NA,NA,NA
CB1176,glutamate,0.6,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,4,1.9409999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1504,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,2,1.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2190,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,6,2.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2873,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,4,2.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2881,glutamate,0.6875,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,11,5.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3753,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,5,3.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3754,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,4,2.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3755,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,4,2.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3758,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,2,1.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3759,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,4,2.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3760,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,6,3.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3785,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,NA,intrinsic,NA,NA,NA,NA,3,1.4969999999999999,NA,NA,NA,NA,NA,NA,NA,NA,WED037,glutamate,0.72,NA,NA,3,0.511,NA,NA,NA,NA,NA,NA,NA,NA
"LC33a,LC33b",glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__1,intrinsic,NA,NA,NA,NA,27,14.637,NA,NA,NA,NA,NA,NA,NA,NA,LC33a|LC33b,glutamate,0.72,NA,NA,14,0.5818,NA,NA,NA,NA,NA,NA,NA,NA
LTe32,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__3,intrinsic,NA,NA,NA,NA,6,3.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP036,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,NA,intrinsic,NA,NA,NA,NA,2,0.7889999999999999,NA,NA,NA,NA,NA,NA,NA,NA,PLP036,glutamate,0.72,NA,NA,1,0.499,NA,NA,NA,NA,NA,NA,NA,NA
PLP037a,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,2,0.7150000000000001,NA,NA,NA,NA,NA,NA,NA,NA,PLP037,glutamate,0.72,NA,NA,4,0.4383,NA,NA,NA,NA,NA,NA,NA,NA
PLP037b,glutamate,0.6562,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__2,intrinsic,NA,NA,NA,NA,7,2.964,NA,NA,NA,NA,NA,NA,NA,NA,PLP037,glutamate,0.72,NA,NA,4,0.4383,NA,NA,NA,NA,NA,NA,NA,NA
PLP038,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,NA,intrinsic,NA,NA,NA,NA,4,1.9929999999999999,NA,NA,NA,NA,NA,NA,NA,NA,PLP038,glutamate,0.72,NA,NA,2,0.478,NA,NA,NA,NA,NA,NA,NA,NA
PLP039,glutamate,0.4773,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,7,2.873,NA,NA,NA,NA,NA,NA,NA,NA,PLP039,glutamate,0.72,NA,NA,2,0.495,NA,NA,NA,NA,NA,NA,NA,NA
"PLP041,PLP043",glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,10,4.678,NA,NA,NA,NA,NA,NA,NA,NA,PLP041|PLP043,glutamate,0.72,NA,NA,4,0.5375000000000001,NA,NA,NA,NA,NA,NA,NA,NA
PLP042a,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,2,1.096,NA,NA,NA,NA,NA,NA,NA,NA,PLP042,glutamate,0.72,NA,NA,11,0.5861,NA,NA,NA,NA,NA,NA,NA,NA
PLP042b,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,3,1.357,NA,NA,NA,NA,NA,NA,NA,NA,PLP042,glutamate,0.72,NA,NA,11,0.5861,NA,NA,NA,NA,NA,NA,NA,NA
PLP042c,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,13,7.257,NA,NA,NA,NA,NA,NA,NA,NA,PLP042,glutamate,0.72,NA,NA,11,0.5861,NA,NA,NA,NA,NA,NA,NA,NA
PLP044,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,8,4.281,NA,NA,NA,NA,NA,NA,NA,NA,PLP044,glutamate,0.72,NA,NA,3,0.4693,NA,NA,NA,NA,NA,NA,NA,NA
PLP046a,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,3,1.9129999999999998,NA,NA,NA,NA,NA,NA,NA,NA,PLP046,glutamate,0.72,NA,NA,6,0.5441,NA,NA,NA,NA,NA,NA,NA,NA
PLP046b,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,3,1.822,NA,NA,NA,NA,NA,NA,NA,NA,PLP046,glutamate,0.72,NA,NA,6,0.5441,NA,NA,NA,NA,NA,NA,NA,NA
PLP046c,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,4,2.16,NA,NA,NA,NA,NA,NA,NA,NA,PLP046,glutamate,0.72,NA,NA,6,0.5441,NA,NA,NA,NA,NA,NA,NA,NA
PLP048,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,11,6.295,NA,NA,NA,NA,NA,NA,NA,NA,PLP048,glutamate,0.72,NA,NA,4,0.5989,NA,NA,NA,NA,NA,NA,NA,NA
"WED034,WED035",glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,11,5.255,NA,NA,NA,NA,NA,NA,NA,NA,WED034|WED035,glutamate,0.72,NA,NA,9,0.4387,NA,NA,NA,NA,NA,NA,NA,NA
WED037,glutamate,0.375,NA,NA,SLPa&l1_lateral,BLAvm_posterior,NA,intrinsic,NA,NA,NA,NA,1,0.417,NA,NA,NA,NA,NA,NA,NA,NA,WED037,glutamate,0.72,NA,NA,3,0.511,NA,NA,NA,NA,NA,NA,NA,NA
WED038a,glutamate,0.5,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,4,1.481,NA,NA,NA,NA,NA,NA,NA,NA,WED038,glutamate,0.72,NA,NA,5,0.4666,NA,NA,NA,NA,NA,NA,NA,NA
WED038b,glutamate,0.5,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,2,1.2469999999999999,4,1.645,NA,NA,NA,NA,NA,NA,NA,NA,WED038,glutamate,0.72,NA,NA,5,0.4666,NA,NA,NA,NA,NA,NA,NA,NA
WED039,glutamate,0.75,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,6,3.284,NA,NA,NA,NA,NA,NA,NA,NA,WED039,glutamate,0.72,NA,NA,3,0.5046999999999999,NA,NA,NA,NA,NA,NA,NA,NA
WED040,glutamate,0.55,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,2,1.115,11,4.929,NA,NA,NA,NA,NA,NA,NA,NA,WED040,glutamate,0.6231,NA,NA,11,0.4013,NA,NA,NA,NA,2,0.0639,NA,NA
WED041a,glutamate,0.5,NA,NA,SLPa&l1_lateral,BLAvm_posterior,SLPa&l1_lateral__0,intrinsic,NA,NA,NA,NA,2,0.683,NA,NA,NA,NA,NA,NA,NA,NA,WED041,glutamate,0.72,NA,NA,3,0.45499999999999996,NA,NA,NA,NA,NA,NA,NA,NA
CB0406,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0968,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,3,2.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2032,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2285,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,6,5.4350000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2560,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2598,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2656,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.8170000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3049,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,4,3.5629999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3130,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,6,5.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3179,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.8450000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3218,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,4,3.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3226,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3253,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3255,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3276,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,6,4.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3342,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.8439999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3454,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,3,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3496,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3603,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,3,2.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3605,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.8359999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3664,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,4,3.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3672,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3697,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,3,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3791,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,2,1.7730000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PVLP009,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,NA,intrinsic,NA,NA,4,3.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PVLP009,acetylcholine,0.94,1,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP118,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,NA,intrinsic,NA,NA,2,1.8050000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP118,acetylcholine,0.94,1,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP119,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,NA,intrinsic,NA,NA,2,1.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP119,acetylcholine,0.94,1,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP120,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,NA,intrinsic,NA,NA,2,1.7770000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP120,acetylcholine,0.94,1,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP122,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,NA,intrinsic,NA,NA,4,3.2270000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP122,acetylcholine,0.94,2,0.7865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP153,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,NA,intrinsic,NA,NA,2,1.8519999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP153,acetylcholine,0.94,1,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP155,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,NA,intrinsic,NA,NA,2,1.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP155,acetylcholine,0.94,1,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP157,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,NA,intrinsic,NA,NA,4,3.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP157,acetylcholine,0.94,2,0.8275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP158,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,6,5.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP158,acetylcholine,0.94,2,0.6990000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP159,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,NA,intrinsic,NA,NA,2,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP159,acetylcholine,0.94,2,0.7044999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP160,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,6,5.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP160,acetylcholine,0.94,4,0.7081999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP162a,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,3,2.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP162,acetylcholine,0.94,4,0.8462000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP162b,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,5,4.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP162,acetylcholine,0.94,4,0.8462000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP162c,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,SLPad1_anterior__0,intrinsic,NA,NA,3,2.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP162,acetylcholine,0.94,4,0.8462000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLP168,SLP125",acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,NA,intrinsic,NA,NA,3,2.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP168|SLP125,acetylcholine,0.94,2,0.7855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP169,acetylcholine,0.98,NA,NA,SLPad1_anterior,DPLl3_anterior,NA,intrinsic,NA,NA,2,1.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP169,acetylcholine,0.94,1,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
